case:concept:name,concept:name,tool,time:timestamp,org:resource,lifecycle:transition,artifact_type,agent_model,case:primary_intent,case:concern,case:session,case:worktree,case:week,case:corrects_agent,case:cross_cutting,case:rework,case:scope_change,case:user_incorrect
56,EXPLORE,Read,2026-06-21T14:36:30.592Z,agent,complete,test,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,EDIT,Edit,2026-06-21T14:36:38.928Z,agent,complete,test,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,EXPLORE,Grep,2026-06-21T14:36:47.506Z,agent,complete,test,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,VCS,PowerShell,2026-06-21T14:36:55.675Z,agent,complete,test,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,EDIT,Write,2026-06-21T14:37:24.057Z,agent,complete,source,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:37:32.727Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,EDIT,Write,2026-06-21T14:37:53.333Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:37:58.747Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,EDIT,Edit,2026-06-21T14:38:52.225Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:38:59.956Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:39:30.181Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:39:59.120Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:40:40.072Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,SHELL,PowerShell,2026-06-21T14:40:49.111Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
56,PLAN,TaskUpdate,2026-06-21T14:40:55.484Z,agent,complete,,opus-4-7,refactor,scenarios & conditions,43772714,main,2026-W25,0,0,0,0,0
57,EXPLORE,Read,2026-06-22T13:01:26.028Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:01:38.836Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:01:48.817Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:01:54.135Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Grep,2026-06-22T13:02:01.889Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:02:10.954Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:02:18.294Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:02:23.876Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:02:34.312Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Grep,2026-06-22T13:02:40.403Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:02:52.209Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:03:02.902Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Grep,2026-06-22T13:03:09.951Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Read,2026-06-22T13:03:22.298Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:03:29.084Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:03:36.551Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Read,2026-06-22T13:03:47.205Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:04:00.440Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,TEST,PowerShell,2026-06-22T13:04:06.064Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EXPLORE,Read,2026-06-22T13:04:26.194Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:04:32.194Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Edit,2026-06-22T13:04:39.062Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,TEST,PowerShell,2026-06-22T13:04:45.566Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Write,2026-06-22T13:05:23.625Z,agent,complete,doc,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,VCS,PowerShell,2026-06-22T13:05:29.558Z,agent,complete,test,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,VCS,PowerShell,2026-06-22T13:05:42.221Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,SHELL,PowerShell,2026-06-22T13:05:50.076Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,VCS,PowerShell,2026-06-22T13:46:59.997Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,SHELL,PowerShell,2026-06-22T13:47:09.502Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,VCS,PowerShell,2026-06-22T13:47:20.884Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,VCS,PowerShell,2026-06-22T13:47:28.259Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,EDIT,Write,2026-06-22T13:48:13.154Z,agent,complete,doc,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,SHELL,PowerShell,2026-06-22T13:48:19.287Z,agent,complete,,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
57,SHELL,PowerShell,2026-06-22T13:48:33.103Z,agent,complete,doc,opus-4-7,release_ops,other/uncategorised,43772714,main,2026-W26,0,0,0,0,0
59,VCS,Bash,2026-07-23T00:10:31.304Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,Bash,2026-07-23T00:10:32.810Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,VCS,Bash,2026-07-23T00:10:49.898Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,VCS,PowerShell,2026-07-23T00:10:53.317Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,VCS,PowerShell,2026-07-23T00:10:59.324Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,PowerShell,2026-07-23T00:11:09.768Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,PowerShell,2026-07-23T00:11:17.572Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:11:23.833Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:12:01.517Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,Bash,2026-07-23T00:12:10.601Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:12:21.221Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:12:25.980Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:12:32.174Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:12:36.544Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:12:40.287Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:12:44.031Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:13:09.482Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:13:32.056Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:13:38.189Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:14:06.007Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:14:10.501Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:14:15.576Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:15:08.716Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:06.166Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:20.662Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:26.856Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:30.691Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:42.876Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:16:59.121Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:17:13.478Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:17:26.932Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:17:54.094Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:17:59.430Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:18:03.985Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:18:08.566Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:18:14.479Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:18:23.596Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:18:26.595Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Write,2026-07-23T00:19:07.164Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,PowerShell,2026-07-23T00:19:11.765Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:19:37.108Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Write,2026-07-23T00:19:47.258Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,PowerShell,2026-07-23T00:19:50.666Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,Bash,2026-07-23T00:20:01.593Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,PowerShell,2026-07-23T00:20:14.011Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:20:20.339Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:20:25.424Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:20:29.900Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:20:36.435Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,SHELL,Bash,2026-07-23T00:21:15.529Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Grep,2026-07-23T00:21:23.202Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:21:41.465Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:21:44.571Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:22:06.730Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:22:12.939Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:22:22.603Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:22:44.213Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:22:49.641Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:22:52.591Z,agent,complete,test,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:23:23.865Z,agent,complete,doc,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:23:36.236Z,agent,complete,doc,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,TEST,PowerShell,2026-07-23T00:23:42.075Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,VCS,PowerShell,2026-07-23T00:25:07.968Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:25:16.149Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EXPLORE,Read,2026-07-23T00:25:19.925Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,EDIT,Edit,2026-07-23T00:25:54.193Z,agent,complete,,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
59,VCS,PowerShell,2026-07-23T00:25:58.726Z,agent,complete,source,opus-4-8,fix,scenarios & conditions,454c4313,main,2026-W30,1,0,0,0,0
60,EXPLORE,ToolSearch,2026-07-23T00:41:45.699Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskCreate,2026-07-23T00:41:48.877Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskCreate,2026-07-23T00:41:51.605Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskCreate,2026-07-23T00:41:54.058Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskCreate,2026-07-23T00:41:57.198Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:41:59.415Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,Bash,2026-07-23T00:42:03.065Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Grep,2026-07-23T00:42:14.713Z,agent,complete,config,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Grep,2026-07-23T00:42:19.361Z,agent,complete,source,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:42:24.274Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Glob,2026-07-23T00:42:32.912Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Grep,2026-07-23T00:42:38.022Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Read,2026-07-23T00:42:42.195Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Grep,2026-07-23T00:42:48.164Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Read,2026-07-23T00:42:52.520Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:43:07.401Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:43:17.426Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Write,2026-07-23T00:43:54.235Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:43:58.282Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:44:10.300Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:44:12.393Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Write,2026-07-23T00:44:17.539Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:44:21.338Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:44:26.631Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:44:35.754Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:44:39.322Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Read,2026-07-23T00:44:51.902Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:44:58.166Z,agent,complete,doc,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:45:00.940Z,agent,complete,config,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:45:04.023Z,agent,complete,source,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:45:07.437Z,agent,complete,source,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EXPLORE,Read,2026-07-23T00:45:12.432Z,agent,complete,test,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:45:18.280Z,agent,complete,test,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,TEST,PowerShell,2026-07-23T00:45:30.505Z,agent,complete,test,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Write,2026-07-23T00:45:59.280Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:46:03.142Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:46:09.439Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:46:20.390Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:46:53.050Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:48:03.494Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Write,2026-07-23T00:48:12.787Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:48:17.552Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:48:27.065Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:49:11.152Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,TEST,PowerShell,2026-07-23T00:49:46.927Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Write,2026-07-23T00:50:59.391Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,SHELL,PowerShell,2026-07-23T00:51:03.418Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:51:13.285Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,VCS,PowerShell,2026-07-23T00:51:23.926Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:51:33.553Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,PLAN,TaskUpdate,2026-07-23T00:51:35.531Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:51:51.369Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
60,EDIT,Edit,2026-07-23T00:52:03.610Z,agent,complete,,opus-4-8,release_ops,docs & paper,454c4313,main,2026-W30,0,1,0,0,0
61,EXPLORE,Read,2026-07-16T23:07:52.255Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
61,EXPLORE,ToolSearch,2026-07-16T23:08:01.121Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
61,EXPLORE,WebFetch,2026-07-16T23:08:05.679Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
61,BROWSE,mcp__Claude_Browser__navigate,2026-07-16T23:10:09.126Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
61,BROWSE,mcp__Claude_Browser__preview_start,2026-07-16T23:10:14.888Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
61,BROWSE,mcp__Claude_Browser__read_page,2026-07-16T23:10:25.327Z,agent,complete,,opus-4-8,meta_process,dashboards,51a950ed,wt:pedantic-morse-cba059,2026-W29,0,0,0,0,0
